No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,3102,1441,10476,15019
2,Kota Palopo,179,14,385,578
3,Kota Parepare,168,109,375,652
4,Kabupaten Bantaeng,171,3,279,453
5,Kabupaten Barru,72,10,117,199
6,Kabupaten Bone,322,22,458,802
7,Kabupaten Bulukumba,389,54,365,808
8,Kabupaten Enrekang,321,23,186,530
9,Kabupaten Gowa,565,324,1666,2555
10,Kabupaten Jeneponto,530,38,615,1183
11,Kabupaten Kepulauan Selayar,84,7,186,277
12,Kabupaten Luwu,239,3,137,379
13,Kabupaten Luwu Timur,446,87,1626,2159
14,Kabupaten Luwu Utara,278,40,440,758
15,Kabupaten Maros,278,78,712,1068
16,Kabupaten Pangkajene Dan Kepulauan,173,68,243,484
17,Kabupaten Pinrang,570,32,215,817
18,Kabupaten Sidenreng Rappang,119,54,216,389
19,Kabupaten Sinjai,278,23,488,789
20,Kabupaten Soppeng,82,40,262,384
21,Kabupaten Takalar,126,33,346,505
22,Kabupaten Tana Toraja,249,13,116,378
23,Kabupaten Toraja Utara,178,6,62,246
24,Kabupaten Wajo,74,25,248,347
25,Rekreasi Duta Covid19 SulSel,8,0,575,583
26,RS Lain-lain,0,0,443,443
-,Jumlah Sulsel,9001,2547,21237,32785
